:START_ID,:END_ID,:TYPE
주식회사 에타캐피탈,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
계약,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
주식회사 쎄타파트너스,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
주식회사 아이오타솔루션,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
666-66-66666,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
777-77-77777,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
888-88-88888,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
2025년 1월 1일,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
2025년 1월 1일에 계약일자가 정해졌다.,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
"매도인, 매수인, 대상회사가 계약 당사자로 명시되었다.",aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
각 회사의 사업자등록번호가 함께 기재되었다.,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
주식회사 에타캐피탈과 주식회사 쎄타파트너스가 2025년 1월 1일에 계약을 체결한다.,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
주식회사 에타캐피탈이 주식회사 아이오타솔루션의 지분을 매도한다.,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
주식회사 쎄타파트너스가 주식회사 아이오타솔루션의 지분을 매수한다.,aa86433b7b84b644c9c5d6c460da3e7afe5cb77a22c675ecd8f84fcdc90cd65e,Source
제1장이 총칙으로 명명된다.,2bd9204a054d103e28ae763976169403bb7ea973a3e3f208bd5018fecfe556f1,Source
제1장,2bd9204a054d103e28ae763976169403bb7ea973a3e3f208bd5018fecfe556f1,Source
총칙,2bd9204a054d103e28ae763976169403bb7ea973a3e3f208bd5018fecfe556f1,Source
매도인,c26fefe92d600753a779ff983d0c15e2c783d93d47b0f4264daf8f1e91dcebb0,Source
"대상회사 발행 보통주식 20,000,000주",c26fefe92d600753a779ff983d0c15e2c783d93d47b0f4264daf8f1e91dcebb0,Source
매매주식,c26fefe92d600753a779ff983d0c15e2c783d93d47b0f4264daf8f1e91dcebb0,Source
매수인,c26fefe92d600753a779ff983d0c15e2c783d93d47b0f4264daf8f1e91dcebb0,Source
본 계약,c26fefe92d600753a779ff983d0c15e2c783d93d47b0f4264daf8f1e91dcebb0,Source
매매에 필요한 제반 사항,c26fefe92d600753a779ff983d0c15e2c783d93d47b0f4264daf8f1e91dcebb0,Source
"매도인이 보유한 대상회사 발행 보통주식 20,000,000주를 매수인에게 매도한다",c26fefe92d600753a779ff983d0c15e2c783d93d47b0f4264daf8f1e91dcebb0,Source
매수인이 이를 매수한다,c26fefe92d600753a779ff983d0c15e2c783d93d47b0f4264daf8f1e91dcebb0,Source
필요한 제반 사항을 규정한다,c26fefe92d600753a779ff983d0c15e2c783d93d47b0f4264daf8f1e91dcebb0,Source
"매도인이 대상회사 발행 보통주식 20,000,000주를 매수인에게 매도한다.",c26fefe92d600753a779ff983d0c15e2c783d93d47b0f4264daf8f1e91dcebb0,Source
대상회사,c26fefe92d600753a779ff983d0c15e2c783d93d47b0f4264daf8f1e91dcebb0,Source
"보통주식 20,000,000주",c26fefe92d600753a779ff983d0c15e2c783d93d47b0f4264daf8f1e91dcebb0,Source
