"concept_id:ID","name",":LABEL"
"1a3b854499fb7277178cc4db90b87cfb69657e69e385b4d069e1706458cba2d3","legal provision","Concept"
"a06534d24f0017b4526df0b412c827bd661d0d7d057fd8e2888c52eaa9597c95","outline","Concept"
"15b3165703cd04718701531bfd91d398360f2f3d6692dc802852bf5f17d15cb1","validation","Concept"
"d83fdd35f511c9b43809e302235a81efb836766a0204d4d25efa7ef44d5a3b14","assurance","Concept"
"0f08a462bd5289c47954c2d799ac0fd33e09d710571db1fbbbf58fbf1df102da","language selection","Concept"
"e2231a6c5215e3eea85167f1a97937e464158918431ac8e068558c5e23ca3ed8","legal obligation","Concept"
"1480f3460a1ef88ae2f31eed02c0759c618ac801a85f643dfbe74c82bd626eb5","경영진","Concept"
"a9dab24a13c507518287fc769c3c0b769184000be4eed78cff81d49f44465a1c","medium","Concept"
"a0c5a9324b5d412590d7a642a922215b15c6f08e0d68834ab2653d21dc1beda5","조직","Concept"
"b0ef346bf37878da3abdd5a9941b089bcde51269c344d2d7d0774b23132f9b95","liability review","Concept"
"7b9d2c052ef36cb5d98f96d4fb0ca332d9c94a2d40844002e374df0444f29739","resource","Concept"
"f69c5374b30621e4fdec77cb55a04566616e5de88306b1b6f9ccd4f58c2a70b4","corporate analysis","Concept"
"f18580572d895e5ea51c9d342ab3ac9a170eb92c0739bdbd72957784f16da1ab","exposure","Concept"
"6d79ab489ee10b2647d3ed23cc7dd912f4ce210064eb0a5bcf24d4208e83cae5","분야","Concept"
"4e2c820f3b0100efc6545d4320794bee6f6a743c669974858de4c61547b00d90","partnership","Concept"
"dbd581fdbb85696c1b3307d1e2446255f6dd13867087aee8a8b5d7ce37cb828d","investigation","Concept"
"e736d828cf5f69c2e020a51ef1f88c0ff20e003bb4e9abf75827c89e67c66555","default","Concept"
"7e83240809dc384c53772207b0961285f4a9699867c51eb673ffd242ad91212a","archiving","Concept"
"60d38da716d9497d298cfc80d98c373cc1bdce96920e058de14edd9a54323af0","currency","Concept"
"9fd0058943e1df514d893db8c835bfdec2bfdbbc2d4a900d1497f333724739e5","continuity","Concept"
"ac79e433698096a3b0099d91213c7bf509413823f8be20322627e708571b448e","관계","Concept"
"101e85a7dcd45012be51280d29bfd96a459b7f197177d20a2c1a45fb786f9cce","company","Concept"
"de7fa65dcc82c47e17be1706d16ea6881a24f6d4d79772da409f2eb1fd8544b5","payment failure","Concept"
"72ba741b104e6160604a51ba5b970c7a441a9b4a62b8d91b6600f63fb688e347","sufficiency","Concept"
"543382db5b8e10720dafdf2ab2cc586f8518370f346fed8d727edd403e846d87","노력","Concept"
"3829b1e1b6986a9c53f04bf4f02c43b3d8031f6847cfc58d24cd372f454f1c00","human resource","Concept"
"e7f705ce26e1d62d02ee7b12369684855c7e4e30d0a7f5375aa8eee26b31c9a3","informing","Concept"
"f0f5a8b8f08abe8baf8d1194982db6ef97df885e402347bb354c3d3657e2e7c7","competition","Concept"
"529b507b89a5e92b18a9bce167f1dd5dc1e29468e7b947ecbabc11c759fb622e","accomplishment","Concept"
"6cbfc16e3fc78fa621c0629ec85d44b88a3149135ea4a489115a5d2696e559ba","contract","Concept"
"da7de9473012b6d7b993222683fcb51c7b2c8e705f7a94e3b067cb475260718c","agreement","Concept"
"bc46cbd467290df048d8f35e3595c751c9cf11d7d69d760c9347133930cb58cc","업체","Concept"
