"concept_id:ID","name",":LABEL"
"5cb2e49536d3aedab904e306f53dc0794d75d80b3b6b67a85dbd5d3714f59077","upkeep","Concept"
"701a4d6cea7be266a988105d1f4626c2b57f5bd6103a8e24eefcfe7017592d81","acquittal","Concept"
"9308b0452650128ed64e7cbcfda49879c3a8b32051fd330830bc958fdcea5f06","satisfaction","Concept"
"e450a8181a9ce750202836779748a30a4c2bbbba507f733e0f77df06cc91b0b7","consent","Concept"
"99143cbc3d1136deee2356b35e77733c14775bd75ded713673579af0a2d5611f","조세","Concept"
"05909186f6179ed6936eff46ed7633c001d04228ebaade406355b3df4b29c0e8","시설","Concept"
"d82e87ad324e0353b0a6299370aaa576e102919d9b8b9628857772283c51f06b","partiality","Concept"
"9c0e050a526b12d858933931459a7b300bcbe5eb8367e928006478401cebb447","debt growth","Concept"
"1506bca2ffe2fedeb30ac2cb35e74fe83f67cb2f5ce3f10a16b4cb81a3ac375d","보증","Concept"
"a2cc4449d12c112444296deb5326e5f646ac451d95c4a97e719b9de5fec0f5c3","계약자","Concept"
"774ea1f02ebdbea3d8e825b393a25f7e225902c905e9666a8b87f81b3c0844aa","statement","Concept"
"e9f2a00c5e42201f518883a443083a5c08eaf62a5d60115b9006e05bf667f988","law enforcement","Concept"
"c7526dd848c139bd5d682f220d518251160bff07b324f26de29d5eb796ec46dc","직책","Concept"
"5f81ee06885eeda2f82ee1d74a49924ab7c06a9f7015802fe17019d4fc526f3f","기준","Concept"
"60f6af3c25c060d1562697d635957c8ca52f6d8f6d910fa2dc6fff3386da9780","financial term","Concept"
"cefad2324188acf85a2fac5cb1903454c148ea8530e2a94f05a9af5732054daf","대상","Concept"
"1b8357dcb40a6f5660b84583d30276a32204a3349abf19160697fb5e9ab9bc3e","management shift","Concept"
"69fdc8588f2b6cac528c1bbc02db7e8c59e9938c97fd637403f70e40bd962563","financial burden","Concept"
"7eac92ba006a9c5403b2987bab483e58fdf2b6e28cec3d0072192d790a1ce44b","owner","Concept"
"3108d51739c18f5bfac19b89b925f44c91d0d3ed0b4816439358292ccc9ece8a","위반","Concept"
"7cf41553b3778f36e183727b8401de33155c67f24b8aaa00ed16b94f74b34680","marketing","Concept"
"8aa380745544a54d5d2bde773848006aa5875e9553479e797ecc3643c1daea48","interpretation","Concept"
