"concept_id:ID","name",":LABEL"
"f93ae13bfa06922ec87d5e439e01326496703337161162e57a6ecd6cedeca5fc","이행","Concept"
"4930db09efd295625b73dc0661caa40b0a471222ed73f04fe88d4e6ad35d49c0","legal adjustment","Concept"
"eecce799b62ee1c8ba1f2e2924b6ccc6daf327acca3dd9b19a4a0bd81c544956","sales achievement","Concept"
"de6b133a5b057f06cca2d11e71ab4de025d0f1e8994c414480f4bec132edc0c8","situation","Concept"
"fcb0a044102c1389163a36707a3ca2b2c3401fabcaf25949957654075af642d8","discord","Concept"
"036c4b0830ee27b4c3ce9d549b24aab580a399edc610608a60f5c69a12045994","공개","Concept"
"1b6a805c1a504892fe04271fd74a69d47b7dff9db8e819b232d34247d320f26b","replacement","Concept"
"aec31a26445b25b54d07f9113309a46b2ff4bf72cfc6b521b9e306b3fba2f362","감사","Concept"
"a36a4b61afcf1c97c67c31d24b61228981eaf7aab5a15aa5bca7bed8792f0641","finance","Concept"
"4cbd6b1c916e9046b344340d6e39cb0118a76d8e034b2811e4cc960494cfa57a","closing","Concept"
"0a7a9645a47a594b9e141b2772d41df8b622aca7812fc58c534886dee9dfbe2f","실적","Concept"
"97aafb6a8b45310740597ce053fe5009db25d21fbc5cdbeb2a208fc8b4916bba","consolidation","Concept"
"d2cb22b2e01dbc3f4ef992a588f34050e4dca715fd8585493548f0b397d44e1d","debt resolution","Concept"
"60b17a29c2017d034f8f667873290c678302327cb3aebbca131bd8ca3dffbb3b","사법기관","Concept"
"719c746b638be7e34f7c25a356c5a75c40304d86a8fdc2682136b7bd8eb4a261","judging","Concept"
"cd07ddb3a4fe0192800c7585e512000425b84c1411285655ebf8bfe97219f208","법적능력","Concept"
"cdef58df0b62fed8a23283946a6ddfd50feeab36f1397a431ab67ffb985e240a","noncompliance","Concept"
"0ec2f3bc39f75190ebb1b191854d40dee374d8f851f3bada41a7e9b773721ded","전환","Concept"
"596e55063cb2669058b557d2961c29c7ca910fd33808b6b09ad933df86cae71a","상황들","Concept"
"f088f11d447cc6305945cd44fefbbbe5092df402f5132709ca8261c8392f003e","채용","Concept"
"9ec3db83d364f623721470ca27faa451405241d519cf0f73b06e432dbd9a006a","계약일","Concept"
"912d893f3ae1547a25d06b2c256ee2f9532ea25538f36bb5bda620be8c021dc9","reporting","Concept"
"9308b0452650128ed64e7cbcfda49879c3a8b32051fd330830bc958fdcea5f06","satisfaction","Concept"
"2b983a0b437d04e400f4b543ef4adcf6aad1f32cbb840c4fa47c42df0b11977a","statute","Concept"
