:START_ID,:END_ID,:TYPE
주식매매계약서가 작성된다.,f899ad048b8426415cd4f95bf45ffd6abc9879ebfd0ee779b7799d1a85141a11,Source
주식매매계약서,f899ad048b8426415cd4f95bf45ffd6abc9879ebfd0ee779b7799d1a85141a11,Source
주식회사 뉴파이낸스,fd94bcca05604116fdf7c658dfe91a72941d3bf513f8e2e789b4ab276392174e,Source
주식회사 오미크론테크,fd94bcca05604116fdf7c658dfe91a72941d3bf513f8e2e789b4ab276392174e,Source
주식회사 크사이인베스트,fd94bcca05604116fdf7c658dfe91a72941d3bf513f8e2e789b4ab276392174e,Source
계약,fd94bcca05604116fdf7c658dfe91a72941d3bf513f8e2e789b4ab276392174e,Source
2025년 1월 1일,fd94bcca05604116fdf7c658dfe91a72941d3bf513f8e2e789b4ab276392174e,Source
2025년 1월 1일에 계약이 체결되었다,fd94bcca05604116fdf7c658dfe91a72941d3bf513f8e2e789b4ab276392174e,Source
계약 당사자들이 확정되었다,fd94bcca05604116fdf7c658dfe91a72941d3bf513f8e2e789b4ab276392174e,Source
"매도인, 매수인, 대상회사가 각각 지정되었다",fd94bcca05604116fdf7c658dfe91a72941d3bf513f8e2e789b4ab276392174e,Source
주식회사 뉴파이낸스와 주식회사 크사이인베스트가 2025년 1월 1일에 계약을 체결한다.,fd94bcca05604116fdf7c658dfe91a72941d3bf513f8e2e789b4ab276392174e,Source
주식회사 뉴파이낸스가 주식회사 오미크론테크의 지분 또는 자산을 매도한다.,fd94bcca05604116fdf7c658dfe91a72941d3bf513f8e2e789b4ab276392174e,Source
주식회사 크사이인베스트가 주식회사 오미크론테크의 지분 또는 자산을 매수한다.,fd94bcca05604116fdf7c658dfe91a72941d3bf513f8e2e789b4ab276392174e,Source
제1장 총칙이 명시된다.,2bd9204a054d103e28ae763976169403bb7ea973a3e3f208bd5018fecfe556f1,Source
제1장 총칙,2bd9204a054d103e28ae763976169403bb7ea973a3e3f208bd5018fecfe556f1,Source
매도인,74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
"대상회사 발행 보통주식 10,000,000주",74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
매매주식,74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
매수인,74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
본 계약,74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
매매주식 매매에 필요한 제반 사항,74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
매도인이 보유한 매매주식을 매도한다,74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
매수인이 매매주식을 매수한다,74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
매도인이 보유한 매매주식을 매도하고 매수인이 이를 매수한다,74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
필요한 제반 사항을 규정한다,74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
"매도인이 대상회사 발행 보통주식 10,000,000주를 매수인에게 매도한다.",74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
대상회사,74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
"보통주식 10,000,000주",74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
"매수인이 매도인으로부터 대상회사 발행 보통주식 10,000,000주를 매수한다.",74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
본 계약은 매도인의 매도와 매수인의 매수에 필요한 제반 사항을 규정한다.,74f2624814b86543402ac1be3176077d8eb0747b529cd041a5ae7ef4d8ac9b32,Source
거래종결일,21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
계약일로부터 90일 후,21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
제43조,21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
영업일,21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
대한민국의 은행이 정상 영업하는 날,21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
운전자본,21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
제77조,21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
계약일이 발생한다.,21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
계약일로부터 90일 후가 된다.,21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
"""거래종결일""이 된다.",21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
대한민국의 은행이 정상 영업한다.,21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
"""영업일""이 된다.",21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
제77조에서 운전자본을 정의한다.,21445b04740702536c8993a157184c09dd7b036c27dc0f8ecf8112e1104d936c,Source
