"concept_id:ID","name",":LABEL"
"b8aa2f3b1bc82069630b3296447bf8f4aee5e80d5931fe016e42b4d2fce847fa","certificate","Concept"
"501ea0ab4d78ac777f265d82b33e92bfa55bb495b2b17d72ad95c3176b97dd5c","share","Concept"
"53e3ad797fe675cd78d05226900f793efab95edd39002cd1c8f0d2e8fddf4839","responsibility","Concept"
"72a61e7d33d0beebe1fe463fcd5d24f8217f1d0b37c4b303ca30b2100fcb982a","termination","Concept"
"504836bb79872444450278321ea5328cbfe90e97fc420844428f541f97643682","appendix","Concept"
"00fcab9361022a9ed7a9e44d25b2250131a05c056918bed678fc0d9c42f7b9b5","file","Concept"
"095b62e61bc33633496e1762cd4490b92242180ae58cfae09c0d38f2138d6018","관계유지","Concept"
"daa592edb1a7cab54913b7ba62f5eeee387c94fd164e04b4466a7819d46272eb","확인","Concept"
"cdfcdc382acd46b57c2f419f0c8cd9dcd65b2eb953372b4ad257b0a4c425a699","financial protection","Concept"
"e905b5b2889a43acf199d6b17879a6b53c19f5353d7b8dea0ded6d47e1faa220","resources","Concept"
"4b442322965a42daeb579851cf49168acf2ef1bc636e25a64be8cad9d2a89296","reason","Concept"
"70b33cce712b4f1ac7cf6f7621f00f010755a548a9776186f5df25b1cae7b3ec","defect liability","Concept"
"cc2fafd217f127a05630255eef5f69f7d03e87c596fe40e7afde723e7810d89a","electronic mail","Concept"
"4015d72ededb8dfb79b966529532564c157f2c8c57634798d93701873b56e5da","representation","Concept"
"bbb277a688b26b2493d2a24af5a5d8dd9b429f21c4ad05db92ede6edeaca2c7d","legal terms","Concept"
"20b5d1e659450147e18333b3195848542d47f5ea0154239dd75825d1d310df34","legal agreement","Concept"
"e4f863a93c2f0c5649f6fd27147b218c9d4445e79ab0b2c9c3709e5b07768332","deal finalization","Concept"
"774cc15c968838b451d4dec99d07a4b2a0fb03f92e97fcc6edfabff485876b1f","권리","Concept"
"7e1f375620023cdf0e775c1e10030a0bf4408da1aa6bd88f2fdf72fff4f17b2c","natural disaster","Concept"
"01dfaaf886507995bc2f3baaef0749b3e2995625fecc78ae4906680dfca80954","stage","Concept"
"bea0847ae04c841b4db4aa877fc84c9fd4a1ec2effe644f44e32ac8e542f9b2b","consensus","Concept"
"2e181a1b1a211475eb15e213eed5e4d01c409078d438caeb944a5184a8b53d4a","terms revision","Concept"
"1e2987bb4bad2efde511504fc12cd324864c77f9a61c0c87d063adda578e24ab","financial dispute","Concept"
"b14ae520879421967118a3abdbec6d11726cbe4720ec1498fc1e1fed2d17ce82","money","Concept"
"a2faa363820c9c48de3cd816fa4ade7abf1e1e622417b9d8db73c3016d6403cd","claim","Concept"
"c576619d6ef889da498d1e37f767c34418724e3472ecbfa3bdf102f52084578e","손해","Concept"
"1e9e7e9255754f4e5353b1e5ddef09a9faf6c577afa76d2f74e7c8fb97d1161a","supplement","Concept"
"b61430ba5d4ac909199a742417f92fa4ad5dbf0577dcb1498c7972e08ae1389c","priority","Concept"
"6f924a4364c8f9c85fb42cc76364af837ec08f97f6b7a7b0143220af943e9611","agency","Concept"
"799a3461105db13547be93f98ffab65fbdaffb8f1c2359fa6ee02def15cbf87b","emergency","Concept"
"6903cd4a7706af5995bf8b83d8aed731fdc016028671fd6eeec74c9a36f02b6f","sincerity","Concept"
"4480f4699eec50edcb6182ccb56d75ac8532cfe6b2676b6b57462913ced3c7ff","counterpart","Concept"
"3bbc306724b3f01caa6a4063a61cc68b2e1df894056011ab79592c320297b296","debt variation","Concept"
"ddbd7f34bc1dcd9bd50aeade482edfc2458c0ae185f42e252eefc98747c7cb98","settlement","Concept"
"83b0e36f0dbd29a361552ef2c694b1fbfb5b479fe0bd73e85574c311e81811f9","legal responsibility","Concept"
"ff19aa5026eaa9c14aa0ca998566b08c099e51b652150e593286396ca326378b","possession","Concept"
"1e42a219aa24d56176bda63e7f6c54128e0eef81fee5e5065a902041d2637bbc","damage report","Concept"
"2f262a192a5db8b0a8b746ce85cdd8f794cdda9fd4b7118381de11a4bede6930","financial regulation","Concept"
"7c0f1708a2d1cee3d49127afa6021d0d6adbedc3db87eb5d77d545e049e3e9da","legal process","Concept"
"6857d5ab7caf73fef0efa78195ce6577a7becc29b09f39ac60c4420a73d22124","closing day","Concept"
"b7f6479717954f9d78ed6f762073616927ffb7c123be4619124541a11700b3d4","building","Concept"
"c031289574717a17a25ad2cd7631ddd7888eb0f79f38c2192ccdbe78e4f3c0e9","data update","Concept"
"5f267ffef1513378eb002ec9ce163f8cb82fdf51578cd60ccef189bb58c05a33","custody","Concept"
"fd22906f2be430162615adc2a3514846a16cd16be24664a4842242c469b9d01e","bank","Concept"
"ba00eb0ddda8283cbf38a1eaefebaf163f5b35dfdede8a60440c5da5c82c7267","financial claim","Concept"
"9f35558916947280d0755b6eec9f7e6ccd800d4d3b0ad341368cadd876b75104","verifier","Concept"
"846a32b3f56e5ef013d767afab679389133536cba66299ed99bc3318fdf8fa39","records","Concept"
"53f8e90b13400b1e167928a4c95cc4ae2fb50bc8a9fed4838fc5e761aa594b3c","substitution","Concept"
"25c238d6abed497c9293f5582e20aaed8f32514574b81317a7f36436a4447e5c","법체계","Concept"
"d0c6cb5222753f68f1d877e5622162875d543a0f4ac7f0860c8c1ee564245d7a","legal amendment","Concept"
"581728741ac9405c0840086db40703a7318d985e9ff6ce59437426e5ae3bb21e","investment","Concept"
"78488aed712cd4bba5e93e66730b350519aa7a23b0221a3073e721aeb5c824b5","notice","Concept"
"900ca64919b95ec6a83f80b09e9f5f8973f7acbc776a2eb27343d3485d8847da","complexity","Concept"
"d3327ee3494b642f45bab4f16345fadeeafb596801438abd179a9b1e2677730d","appointment","Concept"
"23061d2d7ad4887ed0880837e22ab3b05ecbfef3a698c5c52587dfff45803906","information security","Concept"
"5e3faebaf35309e72ed35478971ee6c97f41b282a80853055b479776811163a6","buyer responsibility","Concept"
"5b83e85485d3d7eb85dc40da74f553a65882bbf32c8d677443b27b89986b0c57","보험계약","Concept"
"ca869d13a8f2c62f7928ce5849c603a249692182221d055f9a8427cc3b1bf8c1","compliance","Concept"
"e72addb5118ecd4ff827c7afb354bff4896fc52a006a14c8d83789e930a52fd9","business agreement","Concept"
"da5ff8f249a031575f67bfe145517a85eeb20113dad472a1cba4bf6497f149f0","법률","Concept"
"b8c3cc5c56ea6667ed2a6c369f81449d09b91d0d3b7f03b7d22d628644028b8f","securities","Concept"
"1d47b7f41783b47dcd9ffc83ea7daaaf7f933b4470bcecc1cee4a9db1de314f7","compensation cap","Concept"
"2776b96671e5d075c69be991e242bae285cf785ba4e6726fc7965b0530cabd3a","statute of limitations","Concept"
"5efb76b7e071a707e6f8b9979749f9afeac1f747cbddf4df05cb2a8f1da83614","기간조건","Concept"
"993fb0850020a1b96a582dfde5c116998ef88c16b44c27fd21593db19363bc19","self-direction","Concept"
